"","PERIODO_OFICIALIZACION","SUBREGIMEN","REGION_ORIGEN","PAIS_ORIGEN_DESC","REGION_PROCEDENCIA","PAIS_PROCEDENCIA_DESC","MEDIO_TRANSPORTE_DESC","ADUANA_DESC","REGION_ADUANA","UNIDAD_DESC","CAPITULO","PARTIDA","CANTIDAD_UNIDAD","KILOS_NETOS","MONTO_FOB_DOLAR","CANAL"
"918",201703,"IC05","MS","BRASIL","MS","BRASIL","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","KILOGRAMO","85","8532",15097.11,15097.11,244889.96,"V"
"919",201701,"IC03","XX","TAILANDIA","XX","TAILANDIA","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","KILOGRAMO","85","8505",10068.52,10068.52,46980.78,"R"
"920",201701,"IG04","UE","ITALIA","UE","ITALIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",3905.81,3905.81,48247.26,"N"
"921",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8214",42193.66,42193.66,169795.85,"R"
"922",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","86","8607",313822,313822,467302.16,"N"
"923",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8302",54489.46,54489.46,238549.29,"N"
"924",201701,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8205",3661.55,3661.55,48369.05,"N"
"925",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8302",74951.99,74951.99,316846.16,"N"
"926",201703,"IG04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",1299.05,1299.05,52436.95,"V"
"927",201702,"IC05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8529",3168.95,3168.95,62526.73,"V"
"928",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8522",539.84,539.84,90849.5,"R"
"929",201701,"IG04","CN","CHINA","CN","CHINA","CAMION","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8536",2656.62,2656.62,170628.52,"N"
"930",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",202810.46,202810.46,895736.16,"R"
"931",201703,"IC04","XX","COREA_REPUBLICANA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8517",1347.93,1347.93,848624.13,"R"
"932",201702,"IG05","UE","FRANCIA","UE","FRANCIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",60503.41,60503.41,456188.38,"R"
"933",201701,"IC04","XX","COREA_REPUBLICANA","XX","COREA_REPUBLICANA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",2048.7,2048.7,56803.27,"N"
"934",201702,"IG05","UE","ESPANA","UE","FRANCIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",4878.47,4878.47,41496.97,"R"
"935",201702,"IC05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8533",2930.65,2930.65,286780,"R"
"936",201701,"IG04","XX","COREA_REPUBLICANA","XX","COREA_REPUBLICANA","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",3822.32,3822.32,112182.66,"R"
"937",201703,"IC05","UE","ITALIA","UE","ITALIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8302",10932.18,10932.18,121163.41,"V"
"938",201701,"IC04","MS","BRASIL","MS","BRASIL","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8505",4950,4950,70500,"V"
"939",201701,"IG04","CN","CHINA","CN","CHINA","CAMION","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8534",3233.76,3233.76,204258.97,"N"
"940",201702,"IC05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8536",661.21,661.21,291022.95,"R"
"941",201703,"IG05","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",953.33,953.33,54158.47,"R"
"942",201703,"IG04","XX","COREA_REPUBLICANA","XX","COREA_REPUBLICANA","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",1317.5,1317.5,41338.9,"N"
"943",201701,"IG05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8534",1947.09,1947.09,122489.73,"N"
"944",201702,"IC05","XX","VIETNAM","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8517",12996.38,12996.38,5812381.74,"R"
"945",201701,"IC04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8207",17528.57,17528.57,374782.01,"R"
"946",201702,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8537",1351.61,1351.61,45184.7,"R"
"947",201703,"IG04","UE","REP_FED_DE_ALEMANIA","UE","PAISES_BAJOS","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8510",2340.02,2340.02,88646.32,"V"
"948",201703,"IC04","UE","POLONIA","UE","ESPANA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",1813.55,1813.55,130297.34,"R"
"949",201703,"IC04","XX","TAILANDIA","XX","JAPON","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8547",902.38,902.38,43450.04,"R"
"950",201701,"IC04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8208",2380.75,2380.75,64033.35,"V"
"951",201703,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",2580.79,2580.79,270761.13,"R"
"952",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8715",49232.82,49232.82,180462.54,"N"
"953",201701,"IG05","UE","FRANCIA","UE","FRANCIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",7043.95,7043.95,66494.62,"R"
"954",201702,"IG04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8516",4314.85,4314.85,49673.2,"V"
"955",201701,"IG04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8544",10894.7,10894.7,108612.92,"R"
"956",201703,"IG05","UE","POLONIA","UE","BELGICA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",764.94,764.94,40272.97,"R"
"957",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8207",17256.36,17256.36,130070.52,"V"
"958",201701,"IG04","XX","JAPON","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8532",1124.39,1124.39,40172.14,"N"
"959",201703,"IC05","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8215",11657.39,11657.39,61639.53,"N"
"960",201703,"IC04","CN","CHINA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8207",7467.77,7467.77,114256.95,"R"
"961",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8544",3747.61,3747.61,40727.46,"R"
"962",201702,"IC05","XX","JAPON","XX","TAILANDIA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8529",483.45,483.45,42674.68,"R"
"963",201703,"IC04","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",4527.5,4527.5,89865.5,"R"
"964",201701,"IC04","UE","ITALIA","UE","ITALIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8302",25002.33,25002.33,125816.66,"V"
"965",201701,"IG04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8504",1703.56,1703.56,84163.12,"V"
"966",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8534",2805.6,2805.6,126755,"V"
"967",201701,"IC04","MS","BRASIL","MS","BRASIL","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",6117.96,6117.96,42765.89,"V"
"968",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8515",3980.88,3980.88,43270.49,"N"
"969",201703,"IC03","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8536",13647.12,13647.12,61663.2,"R"
"970",201702,"IG05","UE","ESPANA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",2987.12,2987.12,45002.76,"R"
"971",201701,"IC05","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8505",35920,35920,44520,"V"
"972",201703,"IC04","NA","ESTADOS_UNIDOS","NA","MEXICO","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8212",79.29,79.29,44479.8,"R"
"973",201703,"IC04","CN","CHINA","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8517",144.91,144.91,59498.19,"V"
"974",201702,"IC05","XX","VIETNAM","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8536",176.64,176.64,82532.89,"R"
"975",201702,"IC04","UE","REINO_UNIDO","UE","REINO_UNIDO","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",3923.29,3923.29,41064.41,"R"
"976",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8302",24466.89,24466.89,139914.9,"N"
"977",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8529",41972,41972,1244846.68,"V"
"978",201703,"IC04","XX","COREA_REPUBLICANA","XX","COREA_REPUBLICANA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8517",709.2,709.2,137328.21,"V"
"979",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8305",31370.5,31370.5,73515.7,"V"
"980",201703,"IG04","CN","CHINA","CN","CHINA","CAMION","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8529",1455.51,1455.51,409689.05,"R"
"981",201703,"IC05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8536",1003.93,1003.93,403828.2,"R"
"982",201702,"IC04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8309",4388.1,4388.1,43709.06,"V"
"983",201701,"IC34","NA","CANADA","NA","ESTADOS_UNIDOS","AVION","BARILOCHE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8529",0.75,0.75,58812.39,"R"
"984",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8715",8925.68,8925.68,128326.84,"N"
"985",201702,"IC04","XX","TAIWAN","XX","TAIWAN","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8529",372149.61,372149.61,655690.89,"V"
"986",201701,"IC04","UE","FRANCIA","UE","ESPANA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8538",4011.79,4011.79,119046.94,"R"
"987",201702,"IC05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8537",39.16,39.16,840569.34,"R"
"988",201703,"IG04","XX","COREA_REPUBLICANA","XX","COREA_REPUBLICANA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8544",2136.78,2136.78,42500.42,"R"
"989",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8535",8043.85,8043.85,71488.83,"V"
"990",201701,"IC03","NA","ESTADOS_UNIDOS","MS","CHILE","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8536",1133.61,1133.61,49297.03,"R"
"991",201703,"IG05","UE","FRANCIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",3224.28,3224.28,46395.52,"R"
"992",201703,"IC04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8538",16279.99,16279.99,67796.37,"V"
"993",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8517",7852.55,7852.55,115067.74,"R"
"994",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8544",11675.82,11675.82,228719.49,"N"
"995",201701,"IC04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8544",6472.39,6472.39,71822.88,"N"
"996",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8301",32630.4,32630.4,255402.35,"V"
"997",201701,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8208",1943.99,1943.99,48094.39,"V"
"998",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8516",60537.74,60537.74,182393.64,"V"
"999",201702,"IC04","CN","CHINA","XX","SINGAPUR","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8544",10990,10990,140000,"N"
"1000",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8537",79501,79501,1962202.68,"V"
"1001",201702,"IC05","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8215",11762.02,11762.02,62442.63,"N"
"1002",201702,"IC04","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8544",13934.5,13934.5,156749.1,"N"
"1003",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8547",7752.97,7752.97,45169.38,"R"
"1004",201703,"IG04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8538",798.23,798.23,196794.15,"R"
"1005",201701,"IC04","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","86","8608",4867,4867,203775,"V"
"1006",201703,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",8104.04,8104.04,206999.34,"V"
"1007",201701,"IC04","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",5920.17,5920.17,135653.03,"V"
"1008",201701,"IG04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8536",25168.73,25168.73,189552.8,"N"
"1009",201701,"IC04","UE","ESPANA","UE","ESPANA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",4870.33,4870.33,343244.22,"R"
"1010",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8516",37575.79,37575.79,151320.74,"V"
"1011",201702,"IC05","XX","COREA_REPUBLICANA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8517",411.18,411.18,293179.68,"R"
"1012",201701,"IC04","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8517",3941.82,3941.82,2375958.95,"R"
"1013",201701,"IC05","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8716",47001.6,47001.6,65710.08,"R"
"1014",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8214",6242.03,6242.03,43565.25,"V"
"1015",201702,"IC05","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8507",23032,23032,85538,"V"
"1016",201703,"IC04","XX","COREA_REPUBLICANA","XX","COREA_REPUBLICANA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8517",15936.04,15936.04,5349375.02,"R"
"1017",201703,"IC04","UE","FRANCIA","UE","ESPANA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8538",13746.09,13746.09,253279.25,"R"
"1018",201702,"IG04","MS","BRASIL","MS","BRASIL","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8515",3560.5,3560.5,63894.74,"V"
"1019",201703,"IG04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8516",68189.83,68189.83,165538.58,"R"
"1020",201702,"IC04","CN","CHINA","UE","REINO_UNIDO","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8536",988.11,988.11,86170.26,"R"
"1021",201702,"IC04","IN","INDIA","UE","ESPANA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8532",3516.61,3516.61,56111.42,"R"
"1022",201703,"IC05","NA","MEXICO","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8535",6170,6170,64757.26,"V"
"1023",201703,"IC04","UE","ESPANA","UE","ESPANA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8309",7686.51,7686.51,47994.79,"V"
"1024",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8214",10035,10035,79909.2,"V"
"1025",201701,"IG04","CN","CHINA","CN","CHINA","CAMION","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8529",23548.08,23548.08,575398,"V"
"1026",201703,"IC04","NA","ESTADOS_UNIDOS","NA","MEXICO","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8212",3076.16,3076.16,265420.56,"N"
"1027",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8522",2110,2110,129535,"V"
"1028",201701,"IC04","XX","TAIWAN","XX","TAIWAN","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8207",998.66,998.66,88333.68,"V"
"1029",201703,"IC05","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8714",13260.93,13260.93,43644.4,"N"
"1030",201703,"IG05","UE","ITALIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",10075.21,10075.21,116935.95,"R"
"1031",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8516",120867.42,120867.42,292237.86,"R"
"1032",201703,"IG05","UE","PAISES_BAJOS","UE","PAISES_BAJOS","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8510",890.46,890.46,113471.72,"V"
"1033",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8714",339475.75,339475.75,822393.71,"V"
"1034",201701,"IC04","MS","BRASIL","MS","BRASIL","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","86","8607",50700.3,50700.3,144604,"N"
"1035",201702,"IG05","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8544",67700.77,67700.77,3080330.61,"N"
"1036",201701,"IG04","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8509",5021.81,5021.81,42664.04,"V"
"1037",201702,"IC04","XX","TAILANDIA","XX","TAILANDIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8547",7729.63,7729.63,59979.14,"R"
"1038",201701,"IC04","UE","AUSTRIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","86","8607",11390.54,11390.54,187922.43,"N"
"1039",201701,"IG04","CN","CHINA","CN","CHINA","CAMION","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8517",6693.19,6693.19,7453138.92,"R"
"1040",201703,"IC05","XX","COREA_REPUBLICANA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8517",379.61,379.61,201390.47,"R"
"1041",201703,"IC05","XX","TAILANDIA","XX","TAILANDIA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8534",5251.9,5251.9,154735.06,"R"
"1042",201701,"IC05","UE","POLONIA","UE","REP_FED_DE_ALEMANIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",5778.74,5778.74,171211.78,"V"
"1043",201701,"IC04","IN","INDIA","IN","INDIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8538",8361.64,8361.64,70605.22,"V"
"1044",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"KILOGRAMO","85","8529",10366.05,10366.05,181419.78,"R"
"1045",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8535",27207.65,27207.65,149316.1,"N"
"1046",201701,"IG04","MS","BRASIL","MS","BRASIL","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","87","8708",6947.85,6947.85,75435.27,"R"
"1047",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8306",13572.86,13572.86,44970.2,"V"
"1048",201702,"IG04","UE","REINO_UNIDO","UE","REINO_UNIDO","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","82","8207",249.64,249.64,40842.83,"V"
"1049",201702,"IG05","XX","TAILANDIA","XX","TAILANDIA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","83","8301",1849.68,1849.68,46922.4,"N"
"1050",201702,"IG04","UE","REP_CHECA","UE","REP_FED_DE_ALEMANIA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","87","8708",9873.19,9873.19,57272.57,"R"
"1051",201702,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",14676.3,14676.3,108062.7,"V"
"1052",201701,"IC05","CN","CHINA","XX","TAILANDIA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8529",1553.24,1553.24,274032.63,"R"
"1053",201701,"IC04","NA","CANADA","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","85","8537",878.19,878.19,59442.82,"R"
"1054",201703,"IC03","XX","TAIWAN","XX","VIETNAM","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"KILOGRAMO","85","8529",10810.8,10810.8,1012050.66,"R"
"1055",201701,"IC04","XX","TAILANDIA","XX","SINGAPUR","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","KILOGRAMO","87","8708",17010.28,17010.28,146233.07,"N"
