"","PERIODO_OFICIALIZACION","SUBREGIMEN","REGION_ORIGEN","PAIS_ORIGEN_DESC","REGION_PROCEDENCIA","PAIS_PROCEDENCIA_DESC","MEDIO_TRANSPORTE_DESC","ADUANA_DESC","REGION_ADUANA","UNIDAD_DESC","CAPITULO","PARTIDA","CANTIDAD_UNIDAD","KILOS_NETOS","MONTO_FOB_DOLAR","CANAL"
"1",201701,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",89201,1096.89,478780.1,"R"
"2",201703,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",18,196.51,68617.6,"N"
"3",201702,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8543",82354,1526.67,527666.97,"R"
"4",201701,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8501",25,197.12,56710.52,"N"
"5",201701,"IC04","NA","MEXICO","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",649,7565.14,1617791.33,"N"
"6",201703,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",921,162.13,74209.86,"N"
"7",201703,"IC04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",288,1147.73,854567.87,"R"
"8",201701,"IC04","CN","CHINA","CN","CHINA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8504",263287,3478.12,113961,"R"
"9",201702,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8504",13701,2379.1,240925.9,"R"
"10",201703,"IC04","XX","MALASIA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",2122,8922.54,1535972.17,"R"
"11",201703,"IC04","XX","TAILANDIA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",595,794.21,1062286.97,"R"
"12",201703,"IC04","XX","FILIPINAS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8539",50,60,41285,"V"
"13",201701,"IC04","XX","MALASIA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",1333,1571.44,1018925.75,"R"
"14",201702,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",2932,8293.5,2311395.43,"R"
"15",201701,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8511",1760,340.49,59287,"R"
"16",201701,"IC04","CN","CHINA","CN","CHINA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8525",6572,7328.46,383017.54,"V"
"17",201701,"IC04","XX","MALASIA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8542",30505,518.31,199455.58,"R"
"18",201703,"IC04","XX","VIETNAM","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8542",15183,2981.66,2139287.53,"V"
"19",201702,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",184938,1980.41,391096.09,"R"
"20",201701,"IC04","XX","TAILANDIA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",97,1946,1343994.2,"R"
"21",201703,"IC04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",33,105.11,46864.86,"V"
"22",201701,"IC04","NA","CANADA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8543",32,340,337581.34,"V"
"23",201703,"IC04","XX","TAIWAN","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",1961,5212.4,2791383.39,"R"
"24",201703,"IC04","UE","ITALIA","UE","FRANCIA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8542",3e+05,38.1,90000,"R"
"25",201701,"IC04","CN","CHINA","CN","CHINA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8543",1743,981.13,89948.02,"V"
"26",201702,"IC04","UE","REINO_UNIDO","UE","REINO_UNIDO","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8504",32,796.4,66422.6,"V"
"27",201702,"IC04","CN","CHINA","CN","CHINA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8542",1009080,135.38,78355.78,"V"
"28",201702,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8507",1429,304.49,56205.83,"R"
"29",201701,"IC04","XX","VIETNAM","XX","VIETNAM","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",1591,68.13,77395.6,"N"
"30",201701,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8525",3213,2965.17,231725,"R"
"31",201702,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",32,150.46,84680.52,"N"
"32",201703,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8501",81,820.06,62351.21,"R"
"33",201703,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8501",136,3200.83,244018.6,"N"
"34",201702,"IC04","XX","JAPON","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",7373,2005.53,186682.42,"V"
"35",201702,"IC04","XX","MALASIA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",2827,1906.3,618090.07,"R"
"36",201701,"IC04","MS","BRASIL","MS","BRASIL","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8502",2,3284,57846.84,"N"
"37",201701,"IC04","NA","CANADA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",51,70.15,63941.61,"N"
"38",201703,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8502",4,2042,167312.07,"R"
"39",201702,"IC04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8514",14,1172.09,187616.76,"V"
"40",201703,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",107,111.49,61467.35,"N"
"41",201701,"IC04","CN","CHINA","UE","PAISES_BAJOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8507",51,1501.6,94016.46,"V"
"42",201701,"IC04","NA","MEXICO","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8528",59,127.38,59823.54,"N"
"43",201702,"IC04","UE","REINO_UNIDO","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8525",10,176.4,60765.82,"R"
"44",201702,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",744,7370.04,364339.35,"V"
"45",201702,"IC04","NA","MEXICO","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8528",35,278.15,159288.86,"R"
"46",201702,"IC05","XX","TAIWAN","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",27067,2638.85,148295.05,"R"
"47",201701,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",10512,270.73,123881.29,"N"
"48",201703,"IC04","MS","BRASIL","MS","BRASIL","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","82","8212",25020,968.1,51430.74,"N"
"49",201703,"IC04","XX","JAPON","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8539",200,286.1,128775.59,"V"
"50",201701,"IC04","CN","CHINA","CN","CHINA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8543",34960,1151.95,93825.85,"N"
"51",201703,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",700022,262,54562.1,"V"
"52",201703,"IC04","MS","BRASIL","MS","BRASIL","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8501",10482,1776.39,78777.8,"N"
"53",201703,"IC04","XX","TAIWAN","XX","TAIWAN","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8526",5400,248.97,52550,"V"
"54",201701,"IC04","CN","CHINA","UE","FRANCIA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",64,571.39,132392.07,"N"
"55",201701,"IC04","CN","CHINA","CN","CHINA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8501",346,5129.81,121224.6,"V"
"56",201703,"IC04","XX","TAILANDIA","NA","MEXICO","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",179,129.79,420031.71,"R"
"57",201701,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8525",631,986.44,948793.59,"V"
"58",201703,"IC04","UE","REP_FED_DE_ALEMANIA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8539",275,217.77,53690.26,"R"
"59",201703,"IC04","XX","TAIWAN","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8526",4525,1849.66,402866.58,"N"
"60",201701,"IC04","CN","CHINA","CN","CHINA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8526",6310,427.3,126215,"V"
"61",201703,"IC04","MS","BRASIL","MS","BRASIL","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8512",8348,2400.2,153777.18,"N"
"62",201702,"IC04","XX","TAIWAN","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8543",60610,1384.4,78223,"R"
"63",201703,"IC04","XX","COREA_REPUBLICANA","XX","COREA_REPUBLICANA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",2544,185.83,150563.54,"R"
"64",201701,"IC04","NA","MEXICO","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8526",34,292.4,73512.12,"V"
"65",201703,"IC04","XX","TAIWAN","XX","TAIWAN","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",104000,416,65520,"V"
"66",201703,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8525",1415,3509.59,499511.94,"V"
"67",201701,"IC04","XX","TAIWAN","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8526",3000,1440,253545,"N"
"68",201703,"IC04","NA","CANADA","NA","MEXICO","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",3,155.32,143266.46,"R"
"69",201701,"IC04","XX","JAPON","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8526",5,196.5,50541.22,"V"
"70",201703,"IC04","UE","REINO_UNIDO","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8540",5,20,54800,"N"
"71",201703,"IC04","UE","ITALIA","UE","ITALIA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",299,4.49,214001.21,"R"
"72",201701,"IC05","XX","MALASIA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8542",179,70.42,43167.56,"N"
"73",201703,"IC04","UE","REINO_UNIDO","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8525",7,240,166366.4,"R"
"74",201703,"IC04","XX","TAILANDIA","XX","TAILANDIA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",251066,905.83,93297.11,"V"
"75",201702,"IC04","XX","JAPON","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8504",175,855.3,56384.45,"V"
"76",201701,"IC04","UE","ESPANA","UE","ESPANA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8517",8,241.36,83278.85,"V"
"77",201702,"IC04","XX","TAILANDIA","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8525",280,292.5,105709,"R"
"78",201701,"IC05","XX","TAIWAN","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8542",450,170,40570.4,"N"
"79",201703,"IC04","XX","TAIWAN","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8525",11,23.47,47805,"V"
"80",201702,"IC04","IN","INDIA","IN","INDIA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",25000,606.6,67100,"N"
"81",201703,"IC04","NA","MEXICO","NA","ESTADOS_UNIDOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8523",1,713.4,368897.5,"N"
"82",201702,"IC04","CN","CHINA","UE","PAISES_BAJOS","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8507",45,1328.16,82955.7,"V"
"83",201702,"IC04","MS","BRASIL","MS","BRASIL","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8526",37,185.58,60144.83,"R"
"84",201703,"IC04","UE","REP_FED_DE_ALEMANIA","UE","REP_FED_DE_ALEMANIA","AVION","EZEIZA","DIRECCION_ADUANA_DE_EZEIZA","UNIDAD","85","8530",13,276,136756.57,"N"
"85",201703,"IC05","MS","BRASIL","MS","BRASIL","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8504",1220,6710.74,453829.79,"V"
"86",201703,"IC05","MS","BRASIL","MS","BRASIL","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8501",311,152762.23,949093.61,"V"
"87",201701,"IC03","CN","CHINA","CN","CHINA","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8502",582,47298,146176,"N"
"88",201702,"IC99","CN","CHINA","CN","CHINA","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8504",1752,810.3,55310.64,"R"
"89",201703,"IC04","NA","MEXICO","NA","ESTADOS_UNIDOS","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8517",60,303,118134,"N"
"90",201701,"IC04","NA","ESTADOS_UNIDOS","NA","ESTADOS_UNIDOS","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8510",991,1130,99635,"R"
"91",201703,"IG03","UE","ITALIA","UE","ITALIA","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8511",2082,12372.33,171565.24,"R"
"92",201701,"IC05","XX","JAPON","XX","JAPON","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8511",10000,409,43734,"N"
"93",201702,"IC03","MS","BRASIL","MS","BRASIL","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8501",188,22007.43,74833.46,"V"
"94",201703,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","AVION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8517",127,288.31,65867.69,"R"
"95",201702,"IG04","MS","BRASIL","MS","BRASIL","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","87","8706",10,29650,236553.01,"V"
"96",201703,"IC05","CN","CHINA","UE","REP_FED_DE_ALEMANIA","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","85","8541",728,14476,50835.85,"R"
"97",201701,"IG05","MS","BRASIL","MS","BRASIL","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","87","8707",12,9600,129103.32,"V"
"98",201703,"IG04","MS","BRASIL","MS","BRASIL","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","87","8706",15,45410.78,351701.29,"V"
"99",201703,"IC05","CN","CHINA","CN","CHINA","CAMION","CORDOBA","DIR_REG_AD_CENTRAL","UNIDAD","87","8711",96,14880,74400,"N"
"100",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8504",113800,24030.48,539986.97,"R"
"101",201703,"IG04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8527",4016,6960.02,119889.12,"R"
"102",201702,"IC04","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","82","8211",21528,4223.44,52337.28,"R"
"103",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8516",343529,708462.25,3849181.91,"R"
"104",201703,"IC04","UE","REINO_UNIDO","UE","REINO_UNIDO","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8502",10,40659,495076.32,"N"
"105",201703,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8501",39437,14966.34,148188.53,"N"
"106",201701,"IG04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"UNIDAD","85","8541",2752245,11874.61,176848.9,"N"
"107",201701,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8525",1010,1243.56,48290,"R"
"108",201703,"IG05","MS","BRASIL","MS","BRASIL","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8512",2052,4633.14,55202.74,"R"
"109",201702,"IC05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"UNIDAD","85","8518",534721,1444.36,592571.78,"R"
"110",201703,"IC04","XX","TAIWAN","XX","TAIWAN","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","87","8712",200,2782.22,111500,"R"
"111",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8511",48717,6708.09,51636.33,"R"
"112",201701,"IC03","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"UNIDAD","85","8541",1362545,8051,85995.7,"R"
"113",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8511",245720,60926.82,720162.29,"N"
"114",201703,"IC04","CN","CHINA","MS","URUGUAY","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8518",2096,975.4,65402.6,"R"
"115",201701,"IG04","XX","TAIWAN","XX","COREA_REPUBLICANA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"UNIDAD","85","8517",13100,8895.08,57321.72,"R"
"116",201702,"IC05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"UNIDAD","85","8504",855769,2849.83,454803.3,"R"
"117",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8518",102812,55105.84,345931.45,"R"
"118",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8518",38196,4720.05,93128.25,"V"
"119",201701,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8518",8537,10274.59,187131.82,"R"
"120",201703,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8531",1395,849.59,70317.73,"R"
"121",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8513",59518,6405.59,84696.13,"N"
"122",201703,"IC05","CN","CHINA","MS","URUGUAY","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8525",2052,682.78,88414.9,"R"
"123",201701,"IC05","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8518",24887,6209.6,125854.85,"R"
"124",201703,"IC05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"UNIDAD","85","8507",139726,8595.2,419308.06,"V"
"125",201703,"IG04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"UNIDAD","85","8504",1161928,29580.74,171406.86,"R"
"126",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8515",26739,17655.56,113544.28,"R"
"127",201703,"IC05","CN","CHINA","CN","CHINA","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"UNIDAD","85","8504",1288616,2664.73,442904.2,"R"
"128",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","87","8703",20,11512,59556,"R"
"129",201703,"IC04","NA","MEXICO","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8517",238,425.18,106933.56,"R"
"130",201701,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8504",81910,33413.4,691075.68,"R"
"131",201703,"IC04","XX","FILIPINAS","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8504",347,23648.48,276738.14,"R"
"132",201703,"IG04","XX","COREA_REPUBLICANA","XX","COREA_REPUBLICANA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"UNIDAD","85","8504",307040,1952.47,53666.64,"R"
"133",201703,"IC04","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8501",1133,6611.05,61698.88,"R"
"134",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8512",48815,10875.06,57968.4,"N"
"135",201702,"IC03","XX","COREA_REPUBLICANA","XX","VIETNAM","CAMION","RIO_GRANDE","DIR_REG_AD_PATAG,"UNIDAD","85","8542",198054,6924.62,221208.33,"R"
"136",201701,"IC04","CN","CHINA","NA","ESTADOS_UNIDOS","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8517",1729,659.38,63519.65,"N"
"137",201703,"IC05","MS","BRASIL","MS","BRASIL","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","82","8212",826776,6223.44,53897.98,"R"
"138",201702,"IC04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","87","8711",5799,463122.27,1815850.58,"N"
"139",201703,"IC04","XX","JAPON","XX","JAPON","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8511",21362,936.12,48855.98,"R"
"140",201702,"IG04","CN","CHINA","CN","CHINA","ACUATICO","USHUAIA","DIR_REG_AD_PATAG,"UNIDAD","85","8542",825849,7014.89,627154.91,"R"
"141",201702,"IG04","CN","CHINA","CN","CHINA","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8516",23310,15939.74,334967.38,"R"
"142",201702,"IC05","CN","CHINA","MS","URUGUAY","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8543",658,1833.45,75274.1,"R"
"143",201703,"IC04","MS","BRASIL","MS","BRASIL","ACUATICO","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","82","8212",229644,3872.28,172048.81,"N"
"144",201701,"IC05","MS","BRASIL","MS","BRASIL","CAMION","BSAS","DIR_ADUANA_DE_BUENOS_AIRES","UNIDAD","85","8504",13,2777.02,49998.27,"N"
